Date,AEX,GSPC,HSI,N225,EURHKD,EURJPY,EURUSD,3M Libor
2016-04-08,434.1600036621094,2047.5999755859375,20370.400390625,15821.51953125,8.822389602661133,123.28700256347656,1.1373976469039917,-0.26043
2016-04-11,436.55999755859375,2041.989990234375,20440.810546875,15751.1298828125,8.847740173339844,123.52100372314453,1.1403028964996338,-0.26286
2016-04-12,439.5,2061.719970703125,20504.439453125,15928.7900390625,8.845800399780273,123.1719970703125,1.141291856765747,-0.26214
2016-04-13,450.0899963378906,2082.419921875,21158.7109375,16381.2197265625,8.826979637145996,123.69000244140625,1.138498306274414,-0.26
2016-04-14,451.0400085449219,2082.780029296875,21337.810546875,16911.05078125,8.746399879455566,123.41000366210938,1.1279042959213257,-0.26786
2016-04-15,450.5899963378906,2080.72998046875,21316.470703125,16848.029296875,8.739700317382812,123.16000366210938,1.1270017623901367,-0.265
2016-04-18,450.80999755859375,2094.340087890625,21161.5,16275.9501953125,8.760910034179688,122.0199966430664,1.1299946308135986,-0.265
2016-04-19,456.4599914550781,2100.800048828125,21436.2109375,16874.439453125,8.76863956451416,123.33599853515625,1.1309019327163696,-0.268
2016-04-20,456.20001220703125,2102.39990234375,21236.310546875,16906.5390625,8.805899620056152,124.08000183105469,1.1359634399414062,-0.26729
2016-04-21,453.4700012207031,2091.47998046875,21622.25,17363.619140625,8.765000343322754,124.13500213623047,1.1305055618286133,-0.26743
2016-04-22,451.5400085449219,2091.580078125,21467.0390625,17572.490234375,8.754400253295898,123.5530014038086,1.12920343875885,-0.26771
2016-04-25,446.7699890136719,2087.7900390625,21304.439453125,17439.30078125,8.711700439453125,125.16600036621094,1.123406171798706,-0.26929
2016-04-26,447.6400146484375,2091.699951171875,21407.26953125,17353.279296875,8.738499641418457,125.21700286865234,1.1269001960754395,-0.27286
2016-04-27,448.3699951171875,2095.14990234375,21361.599609375,17290.490234375,8.760379791259766,125.66200256347656,1.1299052238464355,-0.27286
2016-04-28,450.30999755859375,2075.81005859375,21388.029296875,16666.05078125,8.78339958190918,126.3499984741211,1.132900595664978,-0.27243
2016-04-29,439.67999267578125,2065.300048828125,21067.05078125,,8.809940338134766,122.73999786376953,1.135589361190796,-0.27171
2016-05-02,441.20001220703125,2081.429931640625,,16147.3798828125,8.89072036743164,122.0199966430664,1.146302580833435,
2016-05-03,433.3399963378906,2063.3701171875,20676.939453125,,8.940679550170898,122.62799835205078,1.1524986028671265,-0.27386
2016-05-04,428.9200134277344,2051.1201171875,20525.830078125,,8.927009582519531,122.69999694824219,1.1504037380218506,-0.27557
2016-05-05,431.239990234375,2050.6298828125,20449.8203125,,8.91897964477539,122.86000061035156,1.1493064165115356,-0.27586
2016-05-06,431.32000732421875,2057.139892578125,20109.869140625,16106.7197265625,8.84945011138916,122.322998046875,1.1406019926071167,-0.276
2016-05-09,431.5799865722656,2058.68994140625,20156.810546875,16216.0302734375,8.838430404663086,122.27999877929688,1.1387965679168701,-0.27743
2016-05-10,436.2699890136719,2084.389892578125,20242.6796875,16565.189453125,8.836700439453125,123.33300018310547,1.1387965679168701,-0.27743
2016-05-11,434.7099914550781,2064.4599609375,20055.2890625,16579.009765625,8.827159881591797,124.18900299072266,1.1374363899230957,-0.27314
2016-05-12,430.8900146484375,2064.110107421875,19915.4609375,16646.33984375,8.866239547729492,123.86699676513672,1.142700433731079,-0.27529
2016-05-13,433.5199890136719,2046.6099853515625,19719.2890625,16412.2109375,8.82349967956543,124.0999984741211,1.1376951932907104,-0.27529
2016-05-16,433.739990234375,2066.659912109375,19883.94921875,16466.400390625,8.785470008850098,122.95500183105469,1.1316953897476196,-0.27529
2016-05-17,432.29998779296875,2047.2099609375,20118.80078125,16652.80078125,8.781299591064453,123.4000015258789,1.1316057443618774,-0.281
2016-05-18,434.4599914550781,2047.6300048828125,19826.41015625,16644.689453125,8.781800270080566,123.26000213623047,1.1316057443618774,-0.281
2016-05-19,428.2699890136719,2040.0400390625,19694.330078125,16646.66015625,8.71284008026123,123.58000183105469,1.122296690940857,-0.27957
2016-05-20,434.3599853515625,2052.320068359375,19852.19921875,16736.349609375,8.702670097351074,123.0999984741211,1.1205987930297852,-0.27814
2016-05-23,432.57000732421875,2048.0400390625,19809.029296875,16654.599609375,8.716850280761719,123.5,1.1221708059310913,-0.27814
2016-05-24,441.6600036621094,2076.06005859375,19830.4296875,16498.759765625,8.709179878234863,122.62300109863281,1.121604323387146,-0.27957
2016-05-25,447.2200012207031,2090.5400390625,20368.05078125,16757.349609375,8.64680004119873,122.68000030517578,1.113796591758728,-0.27886
