permno,date,RET
83149,2005-12-30,-0.160976
83149,2006-01-31,1.761628
83149,2006-02-28,-0.046316
83149,2006-03-31,0.426049
83149,2006-04-28,-0.154799
83149,2006-05-31,-0.163004
83149,2006-06-30,-0.111597
83149,2006-07-31,0.002463
83149,2006-08-31,-0.105651
83149,2006-09-29,-0.062967
83149,2006-10-31,0.348657
83149,2006-11-30,0.178261
83149,2006-12-29,-0.129151
83149,2007-01-31,0.175848
83149,2007-02-28,-0.068468
83149,2007-03-30,0.179884
83149,2007-04-30,-0.019672
83149,2007-05-31,-0.122074
83149,2007-06-29,-0.070476
83149,2007-07-31,-0.143033
83149,2007-08-31,0.011478
83149,2007-09-28,-0.018913
83149,2007-10-31,-0.144578
83149,2007-11-30,-0.129577
83149,2007-12-31,-0.365696
83149,2008-01-31,0.071429
83149,2008-02-29,-0.161905
83149,2008-03-31,0.022727
83149,2008-04-30,-0.111111
83149,2008-05-30,0.03125
83149,2008-06-30,-0.090909
83149,2008-07-31,-0.041333
83149,2008-08-29,-0.012517
83149,2008-09-30,0.049296
83149,2008-10-31,-0.444295
83149,2008-11-28,-0.221015
83149,2008-12-31,0.193798
83149,2009-01-30,0.090909
83149,2009-02-27,-0.321429
83149,2009-03-31,0.0
83149,2009-04-30,-0.140351
83149,2009-05-29,0.142857
83149,2009-06-30,1.321428
83149,2009-07-31,0.146154
83149,2009-08-31,0.375839
83149,2009-09-30,0.209756
83149,2009-10-30,-0.225806
83149,2009-11-30,-0.067708
83149,2009-12-31,-0.055866
19992,2000-01-31,0.008403
19992,2000-02-29,0.125
19992,2000-03-31,-0.028247
19992,2000-04-28,-0.035806
19992,2000-05-31,-0.05305
19992,2000-06-30,-0.230924
19992,2000-07-31,0.224265
19992,2000-08-31,0.066066
19992,2000-09-29,0.041465
19992,2000-10-31,0.073569
19992,2000-11-30,-0.010152
19992,2000-12-29,0.045436
19992,2001-01-31,0.050864
19992,2001-02-28,-0.014286
19992,2001-03-30,-0.116323
19992,2001-04-30,-0.008696
19992,2001-05-31,0.182018
19992,2001-06-29,-0.066048
19992,2001-07-31,0.0168
19992,2001-08-31,-0.036585
19992,2001-09-28,-0.106574
19992,2001-10-31,0.073733
19992,2001-11-30,0.127468
19992,2001-12-31,0.061287
19992,2002-01-31,-0.035018
19992,2002-02-28,-0.06547
19992,2002-03-28,0.082066
19992,2002-04-30,0.036127
19992,2002-05-31,-0.084831
19992,2002-06-28,0.085232
19992,2002-07-31,-0.069217
19992,2002-08-30,-0.041096
19992,2002-09-30,-0.11102
19992,2002-10-31,-0.063426
19992,2002-11-29,-0.058329
19992,2002-12-31,0.025197
19992,2003-01-31,0.033592
19992,2003-02-28,-0.1
19992,2003-03-31,-0.078889
19992,2003-04-30,-0.00122
19992,2003-05-30,0.069597
19992,2003-06-30,-0.054224
19992,2003-07-31,-0.041137
19992,2003-08-29,-0.071293
19992,2003-09-30,0.031929
19992,2003-10-31,0.168532
19992,2003-11-28,0.166761
19992,2003-12-31,0.062289
19992,2004-01-30,0.033182
19992,2004-02-27,-0.017158
19992,2004-03-31,0.004924
86381,2000-01-31,-0.15625
86381,2000-02-29,0.02944
86381,2000-03-31,-0.034133
86381,2000-04-28,-0.086418
86381,2000-05-31,-0.062975
86381,2000-06-30,-0.034762
86381,2000-07-31,0.012005
86381,2000-08-31,-0.011862
86381,2000-09-29,-0.147371
86381,2000-10-31,0.034017
86381,2000-11-30,-0.162527
86381,2000-12-29,0.0718
86381,2001-01-31,0.153641
86381,2001-02-28,0.031349
86381,2001-03-30,-0.090575
86381,2001-04-30,0.153587
86381,2001-05-31,-0.067072
86381,2001-06-29,0.001303
86381,2001-07-31,0.069414
86381,2001-08-31,-0.108519
86381,2001-09-28,-0.317861
86381,2001-10-31,0.154103
86381,2001-11-30,0.213584
86381,2001-12-31,-0.007621
86381,2002-01-31,-0.026638
86381,2002-02-28,-0.016765
86381,2002-03-28,0.129137
86381,2002-04-30,0.033104
86381,2002-05-31,0.081946
86381,2002-06-28,-0.023289
86381,2002-07-31,-0.113415
86381,2002-08-30,0.002339
86381,2002-09-30,-0.218152
86381,2002-10-31,0.017607
86381,2002-11-29,0.066862
86381,2002-12-31,-0.157504
86381,2003-01-31,-0.001631
86381,2003-02-28,-0.00098
86381,2003-03-31,-0.041217
86381,2003-04-30,0.160392
86381,2003-05-30,-0.025926
86381,2003-06-30,0.100127
86381,2003-07-31,0.02909
86381,2003-08-29,0.069969
86381,2003-09-30,-0.082919
86381,2003-10-31,0.053622
86381,2003-11-28,0.029778
86381,2003-12-31,0.215037
86381,2004-01-30,0.028343
86381,2004-02-27,-0.054702
86381,2004-03-31,-0.070999
86381,2004-04-30,0.107214
86381,2004-05-28,0.001802
86381,2004-06-30,0.058228
86381,2004-07-30,-0.046314
86381,2004-08-31,-0.069503
86381,2004-09-30,-0.008379
86381,2004-10-29,0.000724
86381,2004-11-30,0.081062
86381,2004-12-31,0.072305
86381,2005-01-31,-0.052862
86381,2005-02-28,0.012964
86381,2005-03-31,-0.029935
86381,2005-04-29,-0.076062
86381,2005-05-31,0.022848
86381,2005-06-30,0.00546
86381,2005-07-29,0.19526
86381,2005-08-31,0.067328
86381,2005-09-30,0.027864
86381,2005-10-31,-0.057794
86381,2005-11-30,0.004795
86381,2005-12-30,0.014715
86381,2006-01-31,0.123261
86381,2006-02-28,-0.032275
86381,2006-03-31,0.034974
86381,2006-04-28,-0.012226
86381,2006-05-31,-0.041538
86381,2006-06-30,-0.061775
86381,2006-07-31,0.046394
86381,2006-08-31,0.021878
86381,2006-09-29,-0.053429
86381,2006-10-31,0.139512
86381,2006-11-30,0.023713
86381,2006-12-29,0.053706
86381,2007-01-31,0.017587
86381,2007-02-28,0.089294
86381,2007-03-30,0.201851
86381,2007-04-30,0.008581
86381,2007-05-31,0.136256
86381,2007-06-29,0.005138
86381,2007-07-31,-0.013051
86381,2007-08-31,-0.018182
86381,2007-09-28,0.124579
86381,2007-10-31,0.099301
86381,2007-11-30,-0.076986
86381,2007-12-31,-0.059408
86381,2008-01-31,-0.181324
86381,2008-02-29,0.062588
86381,2008-03-31,0.028369
86381,2008-04-30,-0.057917
86381,2008-05-30,-0.017954
86381,2008-06-30,-0.188873
86381,2008-07-31,-0.064537
86381,2008-08-29,0.011961
86381,2008-09-30,-0.134978
86381,2008-10-31,-0.316832
86381,2008-11-28,-0.092174
86381,2008-12-31,0.222222
86381,2009-01-30,-0.268809
86381,2009-02-27,-0.191854
86381,2009-03-31,0.129089
86381,2009-04-30,0.428895
86381,2009-05-29,0.028291
86381,2009-06-30,-0.011986
86381,2009-07-31,0.280673
86381,2009-08-31,-0.027772
86381,2009-09-30,0.114039
86381,2009-10-30,-0.041344
86381,2009-11-30,0.055982
86381,2009-12-31,0.046534
47897,2000-01-31,0.12761
47897,2000-02-29,-0.008745
47897,2000-03-31,0.019201
47897,2000-04-28,0.075356
47897,2000-05-31,-0.090909
47897,2000-06-30,0.064967
47897,2000-07-31,-0.117878
47897,2000-08-31,-0.021993
47897,2000-09-29,-0.052662
47897,2000-10-31,-0.009315
47897,2000-11-30,-0.079163
47897,2000-12-29,-0.050113
47897,2001-01-31,0.077352
47897,2001-02-28,0.002587
47897,2001-03-30,-0.054194
47897,2001-04-30,0.058663
47897,2001-05-31,-0.01701
47897,2001-06-29,-0.109512
47897,2001-07-31,-0.038462
47897,2001-08-31,-0.052308
47897,2001-09-28,-0.01461
47897,2001-10-31,0.008237
47897,2001-11-30,-0.045752
47897,2001-12-31,-0.019384
47897,2002-01-31,-0.05731
47897,2002-02-28,-0.037595
47897,2002-03-28,0.068827
47897,2002-04-30,0.098622
47897,2002-05-31,0.102178
47897,2002-06-28,-0.155618
47897,2002-07-31,-0.053643
47897,2002-08-30,-0.013133
47897,2002-09-30,-0.089866
47897,2002-10-31,0.041177
47897,2002-11-29,0.007264
47897,2002-12-31,-0.029048
47897,2003-01-31,0.214642
47897,2003-02-28,0.006849
47897,2003-03-31,-0.004082
47897,2003-04-30,0.025956
47897,2003-05-30,-0.009321
47897,2003-06-30,-0.057714
47897,2003-07-31,-0.08046
47897,2003-08-29,0.096875
47897,2003-09-30,0.08547
47897,2003-10-31,0.062992
47897,2003-11-28,0.006173
47897,2003-12-31,0.060837
47897,2004-01-30,0.006985
47897,2004-02-27,0.069364
47897,2004-03-31,0.145946
47897,2004-04-30,-0.054717
47897,2004-05-28,-0.025948
47897,2004-06-30,0.03165
47897,2004-07-30,-0.010989
47897,2004-08-31,-0.080808
47897,2004-09-30,-0.041758
47897,2004-10-29,0.03211
47897,2004-11-30,0.072222
47897,2004-12-31,0.032359
47897,2005-01-31,0.031313
47897,2005-02-28,0.003918
47897,2005-03-31,-0.043902
47897,2005-04-29,-0.003061
47897,2005-05-31,0.013306
47897,2005-06-30,-0.012779
47897,2005-07-29,-0.045314
47897,2005-08-31,0.093851
47897,2005-09-30,0.091716
47897,2005-10-31,0.000903
47897,2005-11-30,-0.037906
47897,2005-12-30,0.095074
47897,2006-01-31,0.077519
47897,2006-02-28,0.04956
47897,2006-03-31,0.031226
47897,2006-04-28,0.095273
47897,2006-05-31,0.086986
33937,2000-01-31,-0.028777
33937,2000-02-29,0.022222
33937,2000-03-31,0.028261
33937,2000-04-28,0.075269
33937,2000-05-31,-0.01
33937,2000-06-30,0.113805
33937,2000-07-31,0.159509
33937,2000-08-31,0.044974
33937,2000-09-29,0.005367
33937,2000-10-31,-0.02551
33937,2000-11-30,0.120419
33937,2000-12-29,-0.002056
33937,2001-01-31,-0.105213
33937,2001-02-28,0.048729
33937,2001-03-30,0.071515
33937,2001-04-30,0.007634
33937,2001-05-31,0.136364
33937,2001-06-29,-0.026
33937,2001-07-31,0.0
33937,2001-08-31,-0.031142
33937,2001-09-28,0.007143
33937,2001-10-31,0.100539
33937,2001-11-30,-0.071778
33937,2001-12-31,0.051318
33937,2002-01-31,-0.00203
33937,2002-02-28,-0.000847
33937,2002-03-28,0.019508
33937,2002-04-30,0.001683
33937,2002-05-31,0.023529
33937,2002-06-28,-0.008539
33937,2002-07-31,-0.11193
33937,2002-08-30,0.008302
33937,2002-09-30,0.024326
33937,2002-10-31,-0.009259
33937,2002-11-29,0.196262
33937,2002-12-31,0.011563
33937,2003-01-31,-0.000625
33937,2003-02-28,-0.174484
33937,2003-03-31,0.068939
33937,2003-04-30,0.095153
33937,2003-05-30,-0.013115
33937,2003-06-30,0.092359
33937,2003-07-31,-0.00646
33937,2003-08-29,-0.012384
33937,2003-09-30,0.140125
33937,2003-10-31,-0.018056
33937,2003-11-28,-0.024045
33937,2003-12-31,0.025797
33937,2004-01-30,-0.050557
33937,2004-02-27,0.006318
33937,2004-03-31,0.032287
33937,2004-04-30,-0.060029
33937,2004-05-28,-0.048287
33937,2004-06-30,0.059902
33937,2004-07-30,-0.01875
33937,2004-08-31,-0.022293
33937,2004-09-30,-0.042997
33937,2004-10-29,-0.010345
33937,2004-11-30,-0.111498
33937,2004-12-31,0.041176
33937,2005-01-31,-0.042505
33937,2005-02-28,0.00872
33937,2005-03-31,0.001965
33937,2005-04-29,-0.000396
33937,2005-05-31,0.061807
33937,2005-06-30,-0.076493
33937,2005-07-29,-0.010204
33937,2005-08-31,-0.079175
33937,2005-09-30,-0.106583
33937,2005-10-31,-0.050254
33937,2005-11-30,-0.08605
33937,2005-12-30,-0.094152
33937,2006-01-31,0.091026
33937,2006-02-28,0.029586
33937,2006-03-31,-0.117241
33937,2006-04-28,0.008464
33937,2006-05-31,-0.005165
33937,2006-06-30,0.01233
33937,2006-07-31,0.035256
33937,2006-08-31,0.068111
33937,2006-09-29,-0.028986
33937,2006-10-31,-0.032836
33937,2006-11-30,-0.08642
33937,2006-12-29,0.026014
33937,2007-01-31,0.044452
33937,2007-02-28,0.127995
33937,2007-03-30,0.062046
33937,2007-04-30,0.226842
33937,2007-05-31,0.166023
33937,2007-06-29,-0.012141
33937,2007-07-31,0.012775
33937,2007-08-31,0.139999
33937,2007-09-28,-0.090323
33937,2007-10-31,0.076241
33937,2007-11-30,0.140033
33937,2007-12-31,-0.039017
33937,2008-01-31,-0.046617
33937,2008-02-29,0.017981
33937,2008-03-31,-0.138519
33937,2008-04-30,0.27446
33937,2008-05-30,0.243297
33937,2008-06-30,-0.029512
33937,2008-07-31,0.033216
33937,2008-08-29,0.004075
33937,2008-09-30,-0.257046
33937,2008-10-31,0.001517
33937,2008-11-28,0.068182
33937,2008-12-31,0.093333
33937,2009-01-30,0.03788
33937,2009-02-27,-0.099579
33937,2009-03-31,-0.015291
33937,2009-04-30,-0.027424
33937,2009-05-29,0.117733
33937,2009-06-30,-0.094928
33937,2009-07-31,0.035971
33937,2009-08-31,-0.069444
33937,2009-09-30,0.074627
33937,2009-10-30,0.008345
33937,2009-11-30,0.048273
33937,2009-12-31,-0.082892
86567,2000-01-31,-0.046753
86567,2000-02-29,-0.109589
86567,2000-03-31,-0.061538
86567,2000-04-28,0.022951
86567,2000-05-31,0.008065
86567,2000-06-30,-0.032
86567,2000-07-31,0.031405
86567,2000-08-31,0.012097
86567,2000-09-29,0.051793
86567,2000-10-31,-0.024242
86567,2000-11-30,0.03125
86567,2000-12-29,-0.030303
86567,2001-01-31,0.428125
86567,2001-02-28,-0.005495
86567,2001-03-30,0.232044
86567,2001-04-30,-0.189238
86567,2001-05-31,0.111111
86567,2001-06-29,-0.01
86567,2001-07-31,0.014141
86567,2001-08-31,-0.122
86567,2001-09-28,-0.120729
86567,2001-10-31,0.0
86567,2001-11-30,-0.010417
86567,2001-12-31,0.052632
86567,2002-01-31,-0.045
86567,2002-02-28,0.02
86567,2002-03-28,0.011352
86567,2002-04-30,0.146939
86567,2002-05-31,0.076854
86567,2002-06-28,-0.041494
86567,2002-07-31,-0.004329
86567,2002-08-30,0.026201
86567,2002-09-30,0.008255
86567,2002-10-31,0.286402
86567,2002-11-29,-0.092166
86567,2002-12-31,0.152284
86567,2003-01-31,0.028949
86567,2003-02-28,-0.006135
86567,2003-03-31,0.111111
86567,2003-04-30,0.001667
86567,2003-05-30,-0.102949
86567,2003-06-30,-0.029156
86567,2003-07-31,0.021086
86567,2003-08-29,0.023869
86567,2003-09-30,0.104295
86567,2003-10-31,0.158889
86567,2003-11-28,0.115385
86567,2003-12-31,-0.008621
86567,2004-01-30,0.071304
86567,2004-02-27,0.045566
86567,2004-03-31,-0.03502
86567,2004-04-30,-0.047177
86567,2004-05-28,-0.023345
86567,2004-06-30,0.026988
83212,2000-01-31,-0.08371
83212,2000-02-29,0.116049
83212,2000-03-31,-0.017699
83212,2000-04-28,-0.024775
83212,2000-05-31,0.039261
83212,2000-06-30,0.024444
83212,2000-07-31,-0.019523
83212,2000-08-31,-0.01829
83212,2000-09-29,-0.066038
83212,2000-10-31,-0.017677
83212,2000-11-30,-0.059126
83212,2000-12-29,0.079235
83212,2001-01-31,0.012253
83212,2001-02-28,-0.113645
83212,2001-03-30,-0.083521
83212,2001-04-30,0.093596
83212,2001-05-31,-0.064865
83212,2001-06-29,-0.036609
83212,2001-07-31,0.003
83212,2001-08-31,-0.020289
83212,2001-09-28,-0.138776
83212,2001-10-31,0.048578
83212,2001-11-30,0.023164
83212,2001-12-31,0.03534
83212,2002-01-31,-0.053867
83212,2002-02-28,0.005073
83212,2002-03-28,0.051598
83212,2002-04-30,-0.005333
83212,2002-05-31,-0.002681
83212,2002-06-28,-0.016129
83212,2002-07-31,-0.147541
83212,2002-08-30,-0.007692
83212,2002-09-30,-0.149871
83212,2002-10-31,0.113982
83212,2002-11-29,0.058663
83212,2002-12-31,-0.034971
83212,2003-01-31,-0.035811
83212,2003-02-28,-0.048353
83212,2003-03-31,-0.041237
83212,2003-04-30,0.172811
83212,2003-05-30,0.060249
83212,2003-06-30,0.019148
83212,2003-07-31,0.02
83212,2003-08-29,0.002377
83212,2003-09-30,0.01067
83212,2003-10-31,0.058651
83212,2003-11-28,0.055402
83212,2003-12-31,0.085243
83212,2004-01-30,0.015694
83212,2004-02-27,0.024143
83212,2004-03-31,-0.03819
83212,2004-04-30,-0.023529
83212,2004-05-28,0.036647
83212,2004-06-30,0.025182
83212,2004-07-30,-0.034955
83212,2004-08-31,0.002937
83212,2004-09-30,0.031723
83212,2004-10-29,0.049669
83212,2004-11-30,0.053177
83212,2004-12-31,0.034634
83212,2005-01-31,-0.015494
83212,2005-02-28,0.050191
83212,2005-03-31,-0.020656
83212,2005-04-29,-0.033499
83212,2005-05-31,0.019255
83212,2005-06-30,0.009236
83212,2005-07-29,0.049501
83212,2005-08-31,0.013476
83212,2005-09-30,0.015252
83212,2005-10-31,-0.038906
83212,2005-11-30,0.014028
83212,2005-12-30,0.039588
83212,2006-01-31,0.079677
83212,2006-02-28,-0.014973
83212,2006-03-31,0.057184
83212,2006-04-28,0.037316
83212,2006-05-31,-0.020462
83212,2006-06-30,0.009097
83212,2006-07-31,0.008347
83212,2006-08-31,0.036093
83212,2006-09-29,0.007351
83212,2006-10-31,0.021256
83212,2006-11-30,0.045356
83212,2006-12-29,0.031035
83212,2007-01-31,0.003506
83212,2007-02-28,-0.007569
83212,2007-03-30,0.031974
83212,2007-04-30,0.075895
83212,2007-05-31,0.028269
83212,2007-06-29,-0.013361
83212,2007-07-31,-0.039844
83212,2007-08-31,-0.007052
83212,2007-09-28,0.050533
83212,2007-10-31,0.037181
83212,2007-11-30,-0.022061
83212,2007-12-31,-0.016251
83212,2008-01-31,-0.105969
83212,2008-02-29,-0.002059
83212,2008-03-31,0.029767
83212,2008-04-30,0.043503
83212,2008-05-30,0.028524
83212,2008-06-30,-0.107683
83212,2008-07-31,-0.020174
83212,2008-08-29,-0.033576
83212,2008-09-30,-0.123238
83212,2008-10-31,-0.233645
83212,2008-11-28,-0.056098
83212,2008-12-31,0.10474
83212,2009-01-30,-0.166746
83212,2009-02-27,-0.098051
83212,2009-03-31,0.093452
83212,2009-04-30,0.113372
83212,2009-05-29,0.145692
83212,2009-06-30,-0.043967
83212,2009-07-31,0.104543
83212,2009-08-31,0.077399
83212,2009-09-30,0.066092
83212,2009-10-30,-0.056604
83212,2009-11-30,0.05551
83212,2009-12-31,0.004308
83479,2000-01-31,0.44898
83479,2000-02-29,0.577465
83479,2000-03-31,-0.325893
83479,2000-04-28,-0.443709
83479,2000-05-31,-0.369048
83479,2000-06-30,-0.09434
83479,2000-07-31,-0.083333
76591,2000-01-31,-0.063636
76591,2000-02-29,0.466019
76591,2000-03-31,-0.258278
76591,2000-04-28,0.142857
76591,2000-05-31,-0.195313
76591,2000-06-30,-0.184466
76591,2000-07-31,0.0
76591,2000-08-31,0.238095
76591,2000-09-29,-0.336538
76591,2000-10-31,0.289855
76591,2000-11-30,-0.101124
76591,2000-12-29,0.00625
76591,2001-01-31,0.043478
76591,2001-02-28,-0.095238
76591,2001-03-30,-0.309211
76591,2001-04-30,0.161143
76591,2001-05-31,0.102362
76591,2001-06-29,0.097619
76591,2001-07-31,-0.078091
76591,2001-08-31,0.141176
76591,2001-09-28,-0.020619
76591,2001-10-31,0.47579
76591,2001-11-30,0.017118
76591,2001-12-31,0.078541
76591,2002-01-31,-0.011704
76591,2002-02-28,-0.177632
76591,2002-03-28,0.0576
76591,2002-04-30,0.018154
76591,2002-05-31,-0.004458
76591,2002-06-28,0.028358
76591,2002-07-31,-0.150943
76591,2002-08-30,-0.099145
76591,2002-09-30,-0.151803
76591,2002-10-31,-0.30179
76591,2002-11-29,-0.006408
76591,2002-12-31,0.118671
76591,2003-01-31,-0.011242
76591,2003-02-28,-0.081633
76591,2003-03-31,0.050794
76591,2003-04-30,0.531722
76591,2003-05-30,0.232742
76591,2003-06-30,-0.0048
76591,2003-07-31,0.090032
76591,2003-08-29,-0.070796
76591,2003-09-30,0.060317
76591,2003-10-31,0.362276
76591,2003-11-28,-0.056044
76591,2003-12-31,0.253783
76591,2004-01-30,0.125348
76591,2004-02-27,-0.15099
76591,2004-03-31,-0.359572
76591,2004-04-30,0.033384
76591,2004-05-28,-0.17768
76591,2004-06-30,0.051786
76591,2004-07-30,-0.415959
76591,2004-08-31,0.05814
76591,2004-09-30,0.244506
76591,2004-10-29,0.245033
76591,2004-11-30,0.143617
76591,2004-12-31,-0.212403
76591,2005-01-31,-0.102362
76591,2005-02-28,-0.032895
76591,2005-03-31,-0.113379
76591,2005-04-29,0.104859
76591,2005-05-31,0.013889
76591,2005-06-30,0.182648
76591,2005-07-29,0.370656
76591,2005-08-31,0.146479
76591,2005-09-30,0.162162
76591,2005-10-31,0.227273
76591,2005-11-30,0.202412
76591,2005-12-30,-0.229226
76591,2006-01-31,-0.071561
76591,2006-02-28,0.125125
76591,2006-03-31,0.145018
76591,2006-04-28,-0.110334
76591,2006-05-31,-0.176419
76591,2006-06-30,0.007423
76591,2006-07-31,0.004211
76591,2006-08-31,0.199161
76591,2006-09-29,0.234266
76591,2006-10-31,0.09915
76591,2006-11-30,-0.123067
76591,2006-12-29,0.000735
76591,2007-01-31,-0.002203
76591,2007-02-28,-0.207505
76591,2007-03-30,0.114206
76591,2007-04-30,0.165
76591,2007-05-31,0.051252
76591,2007-06-29,0.194842
76591,2007-07-31,-0.15262
76591,2007-08-31,0.141129
76591,2007-09-28,0.151943
76591,2007-10-31,0.055726
76591,2007-11-30,-0.084746
76591,2007-12-31,0.030159
76591,2008-01-31,-0.190036
76591,2008-02-29,0.041852
76591,2008-03-31,-0.02252
76591,2008-04-30,-0.003113
76591,2008-05-30,0.066209
76591,2008-06-30,-0.031049
76591,2008-07-31,0.224909
76591,2008-08-29,-0.035044
76591,2008-09-30,-0.160614
76591,2008-10-31,-0.036563
76591,2008-11-28,-0.137887
76591,2008-12-31,-0.041086
76591,2009-01-30,-0.058914
76591,2009-02-27,-0.102439
76591,2009-03-31,-0.164855
76591,2009-04-30,0.262473
76591,2009-05-29,0.091924
76591,2009-06-30,0.145555
76591,2009-07-31,0.025412
76591,2009-08-31,0.034159
76591,2009-09-30,0.051166
76591,2009-10-30,-0.118916
76591,2009-11-30,-0.120979
76591,2009-12-31,0.096261
75838,2000-01-31,-0.107843
75838,2000-02-29,-0.142857
75838,2000-03-31,0.0
75838,2000-04-28,-0.064103
75838,2000-05-31,-0.123288
75838,2000-06-30,0.015625
75838,2000-07-31,-0.076923
75838,2000-08-31,0.016667
75838,2000-09-29,-0.098361
75838,2000-10-31,-0.127273
75838,2000-11-30,0.020833
75838,2000-12-29,0.102041
75838,2001-01-31,0.146667
75838,2001-02-28,-0.05168
75838,2001-03-30,-0.128065
75838,2001-04-30,-0.0375
75838,2001-05-31,0.058442
75838,2001-06-29,-0.021472
75838,2001-07-31,-0.012539
75838,2001-08-31,-0.07619
75838,2001-09-28,-0.106529
75838,2001-10-31,-0.123077
75838,2001-11-30,0.118421
75838,2001-12-31,0.007843
75838,2002-01-31,0.249027
75838,2002-02-28,0.040498
75838,2002-03-28,-0.01497
75838,2002-04-30,-0.030395
75838,2002-05-31,0.025078
75838,2002-06-28,-0.131498
75838,2002-07-31,-0.049296
75838,2002-08-30,-0.025926
75838,2002-09-30,-0.030418
75838,2002-10-31,-0.07451
75838,2002-11-29,-0.004237
75838,2002-12-31,-0.046808
75838,2003-01-31,0.026786
75838,2003-02-28,-0.030435
75838,2003-03-31,0.040359
75838,2003-04-30,0.081897
75838,2003-05-30,-0.011952
35263,2000-01-31,-0.164136
35263,2000-02-29,-0.055363
35263,2000-03-31,0.191882
35263,2000-04-28,-0.089783
35263,2000-05-31,0.078231
35263,2000-06-30,-0.114286
35263,2000-07-31,0.125448
35263,2000-08-31,-0.050955
35263,2000-09-29,0.054054
35263,2000-10-31,-0.025641
35263,2000-11-30,-0.015921
35263,2000-12-29,0.131313
35263,2001-01-31,-0.002976
35263,2001-02-28,0.048239
35263,2001-03-30,-0.048711
35263,2001-04-30,0.007229
35263,2001-05-31,0.052392
35263,2001-06-29,-0.070448
35263,2001-07-31,0.188484
35263,2001-08-31,-0.066874
35263,2001-09-28,-0.000893
35263,2001-10-31,0.070599
35263,2001-11-30,0.013356
35263,2001-12-31,0.004144
35263,2002-01-31,0.004953
35263,2002-02-28,0.009035
35263,2002-03-28,0.034398
35263,2002-04-30,0.02019
35263,2002-05-31,-0.007761
35263,2002-06-28,0.005114
35263,2002-07-31,0.004305
35263,2002-08-30,-0.0265
35263,2002-09-30,-0.081756
35263,2002-10-31,-0.008333
35263,2002-11-29,0.02322
35263,2002-12-31,0.036134
35263,2003-01-31,0.00042
35263,2003-02-28,0.01554
35263,2003-03-31,-0.010546
35263,2003-04-30,0.030724
35263,2003-05-30,0.076562
35263,2003-06-30,-0.027863
35263,2003-07-31,0.06439
35263,2003-08-29,-0.02453
35263,2003-09-30,0.032344
35263,2003-10-31,0.049392
35263,2003-11-28,0.042501
35263,2003-12-31,-0.00746
35263,2004-01-30,0.012641
35263,2004-02-27,0.035088
35263,2004-03-31,-0.048213
35263,2004-04-30,-0.082012
35263,2004-05-28,0.048799
35263,2004-06-30,0.042162
35263,2004-07-30,-0.005878
35263,2004-08-31,0.049391
35263,2004-09-30,0.036691
35263,2004-10-29,0.014479
35263,2004-11-30,-0.016809
35263,2004-12-31,0.008766
35263,2005-01-31,-0.10943
35263,2005-02-28,0.001807
35263,2005-03-31,0.053779
35263,2005-04-29,-0.051034
35263,2005-05-31,0.045421
35263,2005-06-30,0.023801
35263,2005-07-29,-0.022906
35263,2005-08-31,-0.028691
35263,2005-09-30,0.010523
35263,2005-10-31,0.006822
35263,2005-11-30,0.027461
35263,2005-12-30,-0.039511
35263,2006-01-31,0.030943
35263,2006-02-28,0.072034
35263,2006-03-31,0.04942
35263,2006-04-28,-0.007269
35263,2006-05-31,-0.037886
35263,2006-06-30,0.031989
35263,2006-07-31,0.023894
35263,2006-08-31,0.002208
35263,2006-09-29,-0.004435
35263,2006-10-31,0.007318
35263,2006-11-30,0.035376
35263,2006-12-29,0.004607
35263,2007-01-31,-0.099358
35263,2007-02-28,-0.021724
35263,2007-03-30,-0.01958
35263,2007-04-30,-0.050999
35263,2007-05-31,0.019917
35263,2007-06-29,-0.039376
35263,2007-07-31,-0.032096
35263,2007-08-31,0.137036
35263,2007-09-28,-0.007082
35263,2007-10-31,-0.037447
35263,2007-11-30,-0.048166
35263,2007-12-31,-0.003928
35263,2008-01-31,-0.092666
35263,2008-02-29,-0.131247
35263,2008-03-31,0.12753
35263,2008-04-30,-0.022442
35263,2008-05-30,-0.073003
35263,2008-06-30,-0.115731
35263,2008-07-31,0.023229
35263,2008-08-29,0.075305
35263,2008-09-30,0.080771
35263,2008-10-31,-0.010607
35263,2008-11-28,-0.016082
35263,2008-12-31,0.081663
35263,2009-01-30,-0.05975
35263,2009-02-27,-0.112315
35263,2009-03-31,0.033165
35263,2009-04-30,0.182807
35263,2009-05-29,-0.090616
35263,2009-06-30,-0.011259
35263,2009-07-31,0.030021
35263,2009-08-31,-0.032161
35263,2009-09-30,0.001051
35263,2009-10-30,-0.005249
35263,2009-11-30,0.023219
35263,2009-12-31,0.176409
79824,2000-01-31,-0.085366
79824,2000-02-29,-0.075556
79824,2000-03-31,0.021154
79824,2000-04-28,0.028571
79824,2000-05-31,0.083333
79824,2000-06-30,-0.048547
79824,2000-07-31,0.054545
79824,2000-08-31,0.103448
79824,2000-09-29,0.012266
79824,2000-10-31,-0.040936
79824,2000-11-30,0.01626
79824,2000-12-29,0.01656
79824,2001-01-31,0.079523
79824,2001-02-28,-0.034991
79824,2001-03-30,0.025344
79824,2001-04-30,0.146767
79824,2001-05-31,-0.034881
79824,2001-06-29,0.063179
79824,2001-07-31,-0.015161
79824,2001-08-31,0.037013
79824,2001-09-28,-0.057802
79824,2001-10-31,0.011175
79824,2001-11-30,-0.045881
79824,2001-12-31,0.067041
79824,2002-01-31,0.0299
79824,2002-02-28,0.048387
